id,fold,value,y_true,y_true_log,y_pred_log_dlkcat,y_pred_log_unikp,y_pred_log_catapro,y_pred_log_saekp
32,4.0,324000.0,324000.0,5.510545010206612,0.9124263362374796,2.946063375512812,0.9987,3.9406805
33,7.0,322000.0,322000.0,5.507855871695831,2.355975070034244,4.659515236940884,5.1834,3.7930682
34,1.0,320000.0,320000.0,5.505149978319906,3.894243412049097,3.611268091810889,4.4823,3.8572915
35,1.0,320000.0,320000.0,5.505149978319906,3.3679602556339066,3.992879334685786,4.735,3.58927
36,2.0,317400.0,317400.0,5.501606922418829,0.8413965165489764,1.540062884203017,1.4044,1.6454519
37,6.0,310000.0,310000.0,5.491361693834273,3.9050248732757136,3.159636353552575,5.811,5.3559833
38,7.0,309000.0,309000.0,5.489958479424835,1.2366648949116448,4.429537045313165,3.6882,4.89436
39,5.0,302800.0,302800.0,5.481155870828035,6.34787230997476,4.372779420937386,5.0439,5.573818
40,6.0,280000.0,280000.0,5.447158031342219,0.70534720806999,1.75044820141303,4.9833,3.487424
41,9.0,279000.0,279000.0,5.445604203273597,0.5285196170281754,0.0774054377652634,1.0031,0.14241135
42,3.0,274000.0,274000.0,5.437750562820388,2.381546410870559,5.246902019723282,3.9334,5.3485193
43,4.0,270000.0,270000.0,5.431363764158988,0.7477035945434214,4.583267150192354,2.1295,4.618408
44,2.0,270000.0,270000.0,5.431363764158988,3.5691554418876663,3.977507974050502,1.9325,4.141241
45,3.0,261000.0,261000.0,5.416640507338281,2.381546410870559,5.421129218838217,3.9339,5.1607966
46,7.0,255000.0,255000.0,5.406540180433956,2.355975070034244,5.128639654691763,4.6749,4.9842052
47,1.0,232540.0,232540.0,5.366497668129632,3.993491994756489,4.828878012257111,1.4304,4.607653
48,5.0,205000.0,205000.0,5.311753861055754,5.38201242892464,5.383821351660262,4.1916,5.47978
49,8.0,203410.0,203410.0,5.308372299806312,5.549579102193087,5.291613282039616,4.2197,5.586191
50,4.0,201000.0,201000.0,5.303196057420489,2.6174585912770056,4.489328256263297,3.4827,4.72041
51,4.0,196000.0,196000.0,5.292256071356476,2.097876275934654,5.449303239399391,4.153,5.303338
52,6.0,160000.0,160000.0,5.204119982655925,1.078299425824896,1.919794584643288,1.3776,2.8913186
53,1.0,152000.0,152000.0,5.181843587944773,5.221242195892617,5.351656663523702,4.3183,5.5287113
54,9.0,135000.0,135000.0,5.130333768495007,4.703802966905124,4.032482433406638,1.8099,3.8913906
55,3.0,131000.0,131000.0,5.117271295655764,1.018979427108491,3.725227928087383,1.027,4.4385114
56,10.0,130000.0,130000.0,5.113943352306837,4.475349387308106,1.960362373471869,4.7825,1.8488376
57,6.0,127000.0,127000.0,5.103803720955957,1.472802580252015,1.596068442638404,1.4567,2.7375052
58,3.0,121600.0,121600.0,5.084933574936716,1.181643987710846,3.002478190336919,1.8378,3.6461096
59,7.0,121500.0,121500.0,5.084576277934331,5.090293160207846,3.986452395295465,4.6257,5.1145964
60,4.0,120100.0,120100.0,5.079543007402906,3.872194455409825,3.998542165425646,4.0276,4.7715955
61,10.0,120000.0,120000.0,5.079181246047625,1.7863929567136614,1.346667870679258,1.6231,2.4674923
62,5.0,118000.0,118000.0,5.071882007306125,5.756200186920633,4.778525099507894,1.0265,4.733677
63,5.0,114048.0,114048.0,5.057087673684743,3.894025227771844,4.689480725424604,1.9468,4.955041
64,4.0,112100.0,112100.0,5.0496056125949735,1.3782769694357075,3.639041039376975,1.9788,4.323147
65,6.0,104000.0,104000.0,5.017033339298781,3.191303049287552,4.647559324376079,1.9761,5.0630755
66,7.0,100900.0,100900.0,5.003891166236911,1.1535030963830162,3.327770925201057,0.6696,3.9908507
67,8.0,99830.0,99830.0,4.999261071113101,3.488166873594306,2.401635596910863,1.7473,2.9866083
68,9.0,99300.0,99300.0,4.9969492484953815,3.30628214421572,2.80604269074256,0.8378,3.032837
69,4.0,97500.0,97500.0,4.989004615698537,0.5987356237167545,4.939764353424241,2.6822,5.301295
70,3.0,95400.0,95400.0,4.979548374704095,1.0290359997823928,4.245732546794419,1.4262,4.5283966
71,3.0,95000.0,95000.0,4.977723605288848,3.9576520692873887,4.173996785163447,3.6271,4.835521
72,7.0,110000.0,110000.0,5.041392685158225,0.969669636907072,2.202890259012594,1.0793,2.841651
73,4.0,7300.0,7300.0,3.863322860120456,0.6380647033433033,4.051509928076234,2.5161,4.2519503
74,7.0,89000.0,89000.0,4.949390006644913,4.173815558214416,3.831615799379979,5.9371,5.5735316
75,8.0,87400.0,87400.0,4.941511432634403,2.6155147416174285,3.338365256775266,2.7756,3.8766289
76,2.0,86500.0,86500.0,4.937016107464815,3.580708586452777,3.614935149874329,1.4686,4.2778664
77,6.0,85720.0,85720.0,4.933082162369791,4.353564378352528,4.038930247853171,1.9754,4.4043827
78,10.0,83730.2,83730.2,4.922882128575935,4.247410263270085,3.693091026241748,1.3563,3.8772402
79,7.0,80800.0,80800.0,4.907411360774586,0.3649640535607037,-0.3672471949691773,-0.8609,-0.371788
80,6.0,80000.0,80000.0,4.903089986991944,0.3351676531436465,3.979646463149484,4.0303,5.4817414
81,7.0,79300.0,79300.0,4.899273187317604,4.173815558214416,4.508342803128305,4.1486,4.5094957
82,6.0,78809.5,78809.5,4.8965785721710064,2.030168527180756,4.822083230139152,1.483,5.6580133
83,9.0,78600.0,78600.0,4.895422546039408,3.8801386597784298,4.445310805057506,2.3182,3.7755432
84,2.0,78500.0,78500.0,4.894869656745253,3.2711633751998552,3.746505259890627,1.2751,4.3724704
85,5.0,72000.0,72000.0,4.857332496431268,3.458016390239148,3.524466003052208,2.5333,3.5310948
86,5.0,70360.0,70360.0,4.847325830785424,4.250487522833075,3.724054222986857,2.6568,3.4063442
87,9.0,70000.0,70000.0,4.845098040014257,4.681963294921269,2.961999945548607,0.851,3.9933186
88,4.0,67100.0,67100.0,4.8267225201689925,1.1469795300354453,4.514930626310156,1.4867,4.6832356
89,3.0,63970.0,63970.0,4.805976350717563,1.253234842430693,2.858795284656015,2.7539,2.6403475
90,10.0,63800.0,63800.0,4.804820678721162,3.819573575258808,2.34265088443571,2.0606,4.6128845
91,4.0,62900.0,62900.0,4.798650645445269,3.872194455409825,4.190748532374521,4.0107,4.5997515
92,2.0,55400.0,55400.0,4.743509764728429,1.864799199251905,4.188847600849575,2.9002,4.393181
93,1.0,55400.0,55400.0,4.743509764728429,1.907156088123344,1.634963598477268,0.3479,2.112646
94,7.0,55120.0,55120.0,4.74130920889957,1.5969144096906642,3.259776330459703,2.4537,4.70164
95,5.0,54500.0,54500.0,4.7363965022766426,3.2651202448891032,2.974728027609747,1.5608,3.2226913
96,4.0,53880.0,53880.0,4.731427587050948,0.5987356237167545,3.901944899880362,2.1544,4.225925
97,1.0,52300.0,52300.0,4.718501688867274,3.511374216495045,3.90886653811086,3.3984,3.7928185
98,9.0,48900.0,48900.0,4.689308859123621,0.0700825482466213,1.176541604734083,1.6103,1.9279546
99,6.0,45500.0,45500.0,4.658011396657113,1.0383812486497643,0.731889657847693,1.8751,1.8934265
100,1.0,12.58333,12.58333,1.0997955862006334,0.3784291096263859,0.6645461984810006,0.8,1.3883804
101,6.0,45000.0,45000.0,4.653212513775344,1.9102888985516604,3.189015786431678,1.4819,3.92878
102,3.0,45000.0,45000.0,4.653212513775344,5.071037823571136,1.585665651770538,4.8767,4.234696
103,3.0,42330.0,42330.0,4.6266482684740105,1.6282063413173449,1.565957923475895,1.9089,1.9528638
104,2.0,40850.0,40850.0,4.611192060868435,3.458019835254052,3.173210353179071,1.4295,3.8160713
105,7.0,38295.0,38295.0,4.583142073859932,-0.3892725093501307,4.07473756673803,1.9643,4.347928
106,10.0,38295.0,38295.0,4.583142073859932,3.826275851754523,3.930274135405808,1.4709,4.268063
107,6.0,35700.0,35700.0,4.552668216112194,1.461704751823382,1.974875132321163,1.4343,3.2569568
108,6.0,33860.0,33860.0,4.5296869537729165,4.429435377006009,4.207776009765146,3.1131,4.410422
109,7.0,32000.0,32000.0,4.505149978319906,1.4296397014353304,3.150707120740457,1.7013,3.3707213
110,4.0,31620.0,31620.0,4.49996186559619,0.8345949805613397,3.125057549775583,1.0741,3.3846543
111,4.0,31000.0,31000.0,4.491361693834273,3.872194455409825,1.90568135579596,4.4649,4.21567
112,5.0,30900.0,30900.0,4.489958479424835,0.9647715434250344,-0.2709157388320991,-1.8717,-0.25727737
113,9.0,30810.0,30810.0,4.4886916983169405,4.419951538059896,3.317275377173068,1.233,3.720305
114,5.0,29000.0,29000.0,4.4623979978989565,0.714887459135156,1.688801339155615,2.4794,1.2930338
115,4.0,28300.0,28300.0,4.451786435524291,0.7564705115337852,1.037986460790804,1.7834,1.9352589
116,3.0,28000.0,28000.0,4.447158031342219,0.4588161998488527,1.179301444170462,1.0186,2.2507021
117,4.0,23680.0,23680.0,4.3743816980508825,1.6826263805019723,3.778584719618969,2.6585,4.1810365
118,10.0,23550.0,23550.0,4.371990911464915,4.398121339867028,4.558508223025039,2.2215,4.602521
119,8.0,2333.333,2333.333,3.367976723252521,4.059060389255008,2.960837800503068,2.1646,3.2747297
120,2.0,22000.0,22000.0,4.342422680822207,4.818429809059358,4.127663822266907,5.4371,4.1581707
121,7.0,21900.0,21900.0,4.340444114840119,0.5379247230295037,2.466403978336837,1.0961,1.9178661
122,2.0,21700.0,21700.0,4.336459733848529,4.451458496033501,4.627224993159742,3.2619,4.6919436
123,8.0,21480.0,21480.0,4.332034277027518,3.820807177679012,3.896038308356297,2.7332,3.9276562
124,3.0,21150.0,21150.0,4.325310371711061,0.136599299725573,2.61576153405725,0.4759,2.3201249
125,3.0,21000.0,21000.0,4.32221929473392,1.14591423094753,1.628253847410752,0.8784,1.8720837
126,10.0,21000.0,21000.0,4.32221929473392,0.5443001537362028,0.4732368560315256,0.9196,1.5067878
127,10.0,21000.0,21000.0,4.32221929473392,1.9963976202460785,3.180889985296144,1.0431,3.2562768
128,2.0,20500.0,20500.0,4.311753861055754,4.451458496033501,3.453710571075177,3.2505,5.42088
129,4.0,20020.0,20020.0,4.3014640731433,1.6826263805019723,4.051046522447845,2.549,3.8910396
130,5.0,20000.0,20000.0,4.301029995663981,2.596913957812477,1.978966289653278,1.213,2.376008
131,5.0,2000.0,2000.0,3.3010299956639813,3.0068647026113817,2.928628296176817,2.6832,3.1437986
132,6.0,19800.0,19800.0,4.296665190261531,3.364157246264475,3.58681464622622,2.3035,3.6026375
133,7.0,19400.0,19400.0,4.2878017299302265,1.5103344386658375,4.540827979430186,2.9135,4.332362
134,2.0,19000.0,19000.0,4.278753600952829,3.2263460279755285,3.760576435803956,2.3981,3.6523988
135,3.0,18400.0,18400.0,4.264817823009537,0.4925620945399046,1.81106559395957,1.3985,2.3628027
136,5.0,18400.0,18400.0,4.264817823009537,2.6968420697096813,3.960823736537104,2.6354,3.757388
137,9.0,1833.333,1833.333,3.263241355811941,3.10905303137018,2.486493690676,2.6873,3.3434117
138,4.0,18000.0,18000.0,4.2552725051033065,-0.2602710733672021,3.321992941414971,2.9246,3.8317351
139,9.0,17800.0,17800.0,4.250420002308894,2.14022656186086,3.407661965615876,2.2885,3.8059642
140,3.0,17730.0,17730.0,4.248708735600918,0.136599299725573,1.866974999426268,0.5461,2.898645
141,4.0,17600.0,17600.0,4.2455126678141495,1.0784451212468773,3.079970541350676,2.4739,3.2029989
142,9.0,17500.0,17500.0,4.243038048686294,4.09848801066204,3.402508069032407,1.819,3.6336005
143,4.0,17479.0,17479.0,4.242516582365605,0.6380647033433033,2.5226327253336,1.7334,3.5015697
144,8.0,17000.0,17000.0,4.230448921378274,2.8359842120898704,1.382086347390162,3.2418,2.8867567
145,2.0,16900.0,16900.0,4.227886704613674,2.977025993105035,3.695897624368314,2.1522,3.257274
146,10.0,15960.0,15960.0,4.203032887014711,3.213041667500889,2.985075822624503,0.7767,3.560852
147,3.0,15833.33,15833.33,4.199572263474777,1.5277422425179945,0.902123827628605,0.6251,1.3664875
148,2.0,1566.667,1566.667,3.1949766956191263,3.1113425308584577,2.874776856113555,1.8423,3.2402062
149,10.0,15260.0,15260.0,4.183554533618862,2.3663728427259287,2.50094916905646,1.0117,2.3687203
150,5.0,18000.0,18000.0,4.2552725051033065,3.783842741928334,2.917398114831216,1.9924,3.1672606
151,2.0,14677.0,14677.0,4.166637294231805,3.702756277794785,4.129089253804199,2.3846,4.0879474
152,8.0,14677.0,14677.0,4.166637294231805,3.3634504440400064,3.951382886102361,1.9236,4.171219
153,9.0,1466.667,1466.667,3.166331520469805,3.190289640736628,2.393098401938003,2.7366,3.2799442
154,10.0,14000.0,14000.0,4.146128035678238,2.81145943807293,4.874775784888772,1.7006,4.391001
155,8.0,14000.0,14000.0,4.146128035678238,0.3318581780447839,1.330581672705655,0.2379,1.1956099
156,9.0,13849.8,13849.8,4.1414435019547255,3.1747454464052427,3.19142376688154,0.1338,3.3912868
157,8.0,13800.0,13800.0,4.139879086401237,0.3219185205641863,0.5216632335184314,1.1557,0.8452733
158,5.0,13130.0,13130.0,4.118264726089479,2.775764203229798,2.795720526944332,1.0864,3.4625888
159,6.0,13000.0,13000.0,4.113943352306837,3.324319093914718,3.91090270974089,4.8656,4.211575
160,9.0,13000.0,13000.0,4.113943352306837,4.654782701497927,3.07429324980965,0.8899,4.586502
161,5.0,13000.0,13000.0,4.113943352306837,0.0710283304372687,2.240204369223183,4.541,4.41829
162,10.0,12500.0,12500.0,4.096910013008056,3.608046502223402,3.674507050432942,2.6575,3.787806
163,9.0,12300.0,12300.0,4.089905111439398,3.8199855416244097,2.938087444573824,1.9336,3.6523933
164,9.0,12243.0,12243.0,4.087887849492933,1.9814039105878936,2.009725049212089,1.5869,1.4618014
165,5.0,12180.0,12180.0,4.085647288296856,1.353156064298089,0.4324822804288739,0.2639,0.65544045
166,9.0,12000.0,12000.0,4.079181246047625,3.266420450930785,2.856947366156902,1.6624,3.4596536
167,9.0,12000.0,12000.0,4.079181246047625,3.1456149745462416,2.20739202077732,1.7568,2.42117
168,2.0,12000.0,12000.0,4.079181246047625,4.678762588990886,3.267365140618034,4.2048,5.0220785
169,2.0,10700.0,10700.0,4.02938377768521,3.4894059306214418,1.798890095654174,2.4343,3.894903
170,4.0,7800.0,7800.0,3.89209460269048,0.814386810219101,3.394795754875347,1.0516,2.703674
171,3.0,10200.0,10200.0,4.008600171761918,1.5313707044656235,3.352370250471863,1.8093,3.6002917
172,5.0,10190.0,10190.0,4.008174184006426,3.1164896702095963,2.153171758606009,1.4762,2.5086067
173,8.0,10190.0,10190.0,4.008174184006426,2.984471531566286,2.049095697847017,0.9039,0.89645386
174,1.0,467.0,467.0,2.6693168805661123,2.554981236401093,1.893211244028651,2.2443,2.5104923
175,9.0,9929.5,9929.5,3.996927380146128,3.473033497290222,3.630786251710143,0.9916,3.8309388
176,3.0,9800.0,9800.0,3.991226075692495,2.023547064992997,4.171946519415866,2.9795,4.0432544
177,5.0,9625.36,9625.36,3.983416981618428,4.321681339585238,3.561791871177403,2.1083,3.8352342
178,4.0,9409.0,9409.0,3.9735434685324895,1.4846359193626504,1.256805873038764,1.452,0.92872274
179,8.0,9368.0,9368.0,3.9716468820643054,0.4520584442589542,1.059093977836824,-0.1441,1.8839502
180,7.0,9226.0,9226.0,3.965013450272248,1.241429781150728,0.6118544969394614,0.0977,0.41888607
181,3.0,9226.0,9226.0,3.965013450272248,1.3381692446697129,0.8333743471587257,1.669,1.760492
182,5.0,9226.0,9226.0,3.965013450272248,3.31080114251603,1.161186409959094,0.6503,2.403875
183,5.0,9100.0,9100.0,3.959041392321093,4.184870898125901,3.535159949547339,2.6727,4.243616
184,5.0,8935.6,8935.6,3.951123719453913,2.715292134112583,2.489588076722968,2.0825,2.8478076
185,5.0,16666.67,16666.67,4.221848836475244,2.7986695331572866,2.68937190211701,2.7518,3.4714773
186,3.0,8897.0,8897.0,3.949243590568265,1.1831096980102067,1.111627655229732,0.6212,1.1779437
187,9.0,8664.0,8664.0,3.937718443617264,1.325453838201368,1.800805533041056,1.0904,1.9183223
188,9.0,8610.0,8610.0,3.935003151453655,3.2114586831525047,2.900984581872623,2.979,2.9886277
189,2.0,8559.0,8559.0,3.932423026376739,3.516031589560666,4.09693816867087,1.7565,3.4208896
190,10.0,8559.0,8559.0,3.932423026376739,3.90292886879121,3.882711953268015,1.7512,4.0684843
191,10.0,8452.5,8452.5,3.926985179437807,3.334526385990669,3.523019331584776,1.1196,4.3604126
192,8.0,8300.0,8300.0,3.9190780923760737,2.016276648122698,1.273673634587384,1.4935,1.9623978
193,9.0,8000.0,8000.0,3.903089986991944,2.334803013230326,2.3415174825708,1.651,2.618167
194,9.0,8000.0,8000.0,3.903089986991944,3.705670760403562,3.603455841366963,2.0903,3.8317244
195,2.0,7900.0,7900.0,3.8976270912904414,1.9981448169715528,1.662526916039114,0.9121,2.2595985
196,9.0,7850.0,7850.0,3.8948696567452528,0.92256695292081,0.9824686968186672,1.6025,2.323137
197,1.0,7666.0,7666.0,3.8845688149183335,3.5663227783828595,3.551488800195164,2.1864,3.7469335
198,10.0,7565.0,7565.0,3.8788089323592057,3.205133348704201,3.813930680760939,3.199,3.846174
199,8.0,7564.0,7564.0,3.8787515201730014,0.3598299406721709,1.211368463231006,0.0477,2.073123
200,2.0,7500.0,7500.0,3.8750612633917,0.1086870084622447,1.611338559018381,1.1075,2.5999966
201,3.0,7500.0,7500.0,3.8750612633917,1.181643987710846,1.434907251356013,0.2181,1.8340269
202,9.0,7500.0,7500.0,3.8750612633917,2.956950742921175,3.21183349280901,2.889,3.6714773
203,10.0,7290.0,7290.0,3.862727528317975,0.0353563315019522,0.5347144048485424,-0.2433,-0.041302323
204,9.0,7284.0,7284.0,3.8623699371228826,3.127095148591534,3.058796795667139,0.8106,3.2637436
205,9.0,7216.0,7216.0,3.858296524533885,2.816567533921824,2.018058587697679,0.791,2.098982
206,4.0,7200.0,7200.0,3.857332496431269,1.7525649199484925,2.277666049777613,2.4916,2.8165455
207,10.0,7166.0,7166.0,3.855276803830092,3.592943269799728,3.305429436042131,2.3579,3.4328358
208,10.0,7160.0,7160.0,3.854913022307856,1.9691787010319293,3.672459618475971,0.6863,3.8406436
209,3.0,7113.0,7113.0,3.8520528086978505,2.381546410870559,3.678844143241552,3.0262,3.6448133
210,7.0,0.1382,0.1382,-0.8594919569618205,1.1758744490003863,0.8480991292541968,1.1207,1.4919497
211,1.0,7089.0,7089.0,3.850584976352032,3.934820233011185,4.026390838775737,2.7984,4.3361573
212,7.0,7020.0,7020.0,3.846337112129805,1.5785364035161709,2.134280004204323,2.4187,1.9350497
213,7.0,7010.0,7010.0,3.8457180179666586,2.355975070034244,3.271334532159492,2.739,3.3520508
214,10.0,7010.0,7010.0,3.8457180179666586,1.5810860016297,2.990605139328077,3.1193,3.498924
215,1.0,7000.0,7000.0,3.845098040014257,0.2098484895234359,1.013894457460722,1.2052,1.5919757
216,9.0,116.6667,116.6667,2.0669469137147334,1.1412148717627664,0.7525169594499821,0.6665,0.6927315
217,1.0,6890.0,6890.0,3.8382192219076257,3.274497288373193,3.337989052914573,3.0768,3.4092534
218,1.0,6840.0,6840.0,3.835056101720116,-0.2096843309747035,1.436359487938438,0.345,1.2819374
219,3.0,6830.0,6830.0,3.8344207036815328,0.8537860820243188,-0.6905804612505092,0.5591,-0.2696388
220,3.0,6825.77,6825.77,3.834151650275213,1.2848193132396375,3.13614507519832,1.5903,3.417509
221,8.0,6800.0,6800.0,3.832508912706236,3.407962333276179,4.861726613578237,2.6396,4.613026
222,2.0,6780.0,6780.0,3.831229693867064,1.1992927990639943,1.829280064191891,1.8571,3.4555197
223,3.0,6780.0,6780.0,3.831229693867064,2.265729603151571,3.269825765877991,1.9597,2.8229845
224,8.0,6745.0,6745.0,3.828981954007923,3.326899984246958,3.59006923545663,2.5293,3.686241
225,4.0,6729.0,6729.0,3.82795052830263,2.097876275934654,2.847284631902304,2.3253,3.796612
226,4.0,6705.0,6705.0,3.826398782187618,0.5987356237167545,3.050151796528309,2.137,2.9748824
227,9.0,6480.0,6480.0,3.811575005870593,2.6513799305291577,3.343576650378809,2.2177,3.4785612
228,3.0,6475.3,6475.3,3.81125989403922,0.582786388935147,3.590405234238458,1.6012,3.3247871
229,8.0,6467.0,6467.0,3.8107028609471167,3.182603238316672,3.098481361923276,1.5915,3.6409838
230,8.0,6350.0,6350.0,3.802773725291976,3.820807177679012,4.163943666110141,2.7345,4.0956764
231,2.0,6300.0,6300.0,3.7993405494535817,3.6044754571908393,3.560461176422432,1.0239,3.53896
232,2.0,6300.0,6300.0,3.7993405494535817,3.5730003656050964,3.203149089855857,1.0165,2.962099
233,7.0,6290.0,6290.0,3.798650645445269,2.0344614463779926,3.277123061497359,2.0996,3.461079
234,7.0,6166.0,6166.0,3.79000352039049,1.5785364035161709,3.498992156764467,1.7975,3.496693
235,9.0,6100.0,6100.0,3.785329835010767,3.5095842441678458,3.501732909008157,2.5872,3.362901
236,10.0,5166.667,5166.667,3.713210471469627,2.646276715118045,2.943142167337275,2.6983,3.637456
237,10.0,5965.0,5965.0,3.775610448006361,2.226693565105293,3.068761892430617,1.49,3.7132943
238,8.0,5950.0,5950.0,3.7745169657285498,3.3670619679976905,4.998411626445113,3.3466,5.090584
239,9.0,5737.0,5737.0,3.758684849882441,3.2122094093169995,2.98197678220987,0.7828,3.1254
240,3.0,5721.0,5721.0,3.757471947765668,1.3763448902437192,3.155644396252528,1.6691,3.2826097
241,8.0,5700.0,5700.0,3.755874855672492,3.0790816887900294,3.753872005993359,2.3247,3.856192
242,5.0,8400.0,8400.0,3.9242792860618816,-0.4239426369458942,2.820221090893549,2.3048,1.5801245
243,4.0,5600.0,5600.0,3.7481880270062,2.2598369051582936,4.332270672222393,1.8374,3.4486322
244,1.0,5560.0,5560.0,3.7450747915820575,1.054763945254552,1.460820830566257,1.7407,2.1375885
245,8.0,5530.0,5530.0,3.7427251313046974,2.964275705860787,4.363756965177032,1.9767,3.5411239
246,4.0,5520.0,5520.0,3.741939077729199,0.5918659051424763,3.239039976469861,2.9793,3.4850116
247,6.0,5500.0,5500.0,3.740362689494244,3.858311332431315,3.209458681483605,2.5303,3.7446682
248,2.0,5492.88,5492.88,3.73980011132664,3.1651579699274346,2.711416153162339,1.6086,3.345259
249,5.0,5460.0,5460.0,3.737192642704737,1.157640128655847,0.4751372993370715,-0.2488,1.4271029
250,8.0,5380.0,5380.0,3.730782275666389,3.5478207516718228,3.267264576834294,2.3454,4.0190897
251,1.0,5310.0,5310.0,3.725094521081469,2.512745927847308,0.7050262745250022,0.8252,0.5787435
252,3.0,5300.0,5300.0,3.724275869600789,1.6282063413173449,2.849288450793157,2.351,3.2711914
253,5.0,5300.0,5300.0,3.724275869600789,4.413638835332907,3.9304459078564,1.976,4.1752768
254,7.0,5280.0,5280.0,3.722633922533812,1.836913813196121,2.738091050643919,1.2979,3.3388715
255,5.0,5252.0,5252.0,3.7203247174174416,3.3408878930954646,2.716700065664621,2.4256,3.4370925
256,6.0,5167.0,5167.0,3.7132384615456617,3.945890214236012,2.59157636565468,2.7063,3.3696399
257,7.0,5100.0,5100.0,3.707570176097936,0.5988673596512603,0.9782646365383936,0.734,1.37908
258,3.0,5086.0,5086.0,3.7063763558396894,0.2653974170294151,0.1023631872369645,0.1354,1.4691942
259,9.0,5051.0,5051.0,3.7033773685123497,2.755049328612097,2.234059982974202,1.9927,2.4086185
260,2.0,350.0,350.0,2.544068044350276,1.0252918427509048,2.023298352950959,0.9738,2.21662
261,6.0,4965.7,4965.7,3.695980478351824,0.8841172851196488,1.224575185712876,0.6195,1.1903868
262,2.0,4900.0,4900.0,3.690196080028514,3.059243283380819,3.066115585012934,1.8383,3.4301267
263,8.0,4900.0,4900.0,3.690196080028514,1.5180040466381366,2.852191874523322,1.7914,3.3209887
264,2.0,4900.0,4900.0,3.690196080028514,3.2400003445474987,2.832900972674934,1.9444,3.4981725
265,3.0,4745.0,4745.0,3.676236216763312,0.8931211186558059,2.456625866441727,1.5999,2.536328
266,2.0,4729.0,4729.0,3.6747693140154265,2.4384722677709774,2.739600858418338,1.8272,2.988671
267,1.0,77.33333,77.33333,1.8883667114516471,0.6453051916466236,1.132474081982389,1.3632,1.4380307
268,5.0,4600.0,4600.0,3.6627578316815743,2.174543073030957,1.807942261493818,2.4429,2.0756288
269,5.0,76.66667,76.66667,1.8846066001802988,0.6916320295680491,1.370786473769685,1.0295,1.4977318
